Player,Position,Team,Opponent,Date,Time,Market Name,Site,Line,Average Line Variance,PrizePicks Line,Underdog Line,Sleeper Line,RTSports Line,FanDuel Line,DraftKings Line,BetMGM Line,BetRivers Line,DraftKings Pick6 Line,Caesars Line,Hard Rock Line,file_name
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,underdog,23.5,0.2,23.5,23.5,23.5,-,23.5,-,22.5,-,23.5,23.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,23.5,0.2,23.5,23.5,23.5,-,23.5,-,22.5,-,23.5,23.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,pick6,23.5,0.2,23.5,23.5,23.5,-,23.5,-,22.5,-,23.5,23.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,sleeper,23.5,0.2,23.5,23.5,23.5,-,23.5,-,22.5,-,23.5,23.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,17,0.5,17,-,16.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,underdog,22.5,0,22.5,22.5,22.5,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,22.5,0,22.5,22.5,22.5,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,sleeper,22.5,0,22.5,22.5,22.5,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,pick6,22.5,0,22.5,22.5,22.5,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,Points,sleeper,9.5,0,9.5,-,9.5,-,9.5,-,9.5,-,9.5,9.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,Points,caesars-sb,9.5,0,9.5,-,9.5,-,9.5,-,9.5,-,9.5,9.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,Points,betmgm-sb,9.5,0,9.5,-,9.5,-,9.5,-,9.5,-,9.5,9.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,Points,fanduel-sb,9.5,0,9.5,-,9.5,-,9.5,-,9.5,-,9.5,9.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,PTS+AST,prizepicks,13.5,-,13.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB,prizepicks,12.5,-,12.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,REB+AST,prizepicks,15.5,-,15.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,REB+AST,prizepicks,15,-,15.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,Points,sleeper,8.5,0.5,9,-,8.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,PTS+AST,prizepicks,17,-,17,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,sleeper,19.5,0.5,18.5,-,19.5,-,-,-,-,-,18.5,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,9.5,0,9.5,-,9.5,-,9.5,-,9.5,-,9.5,9.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,Points,pick6,9.5,0,9.5,-,9.5,-,9.5,-,9.5,-,9.5,9.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,sleeper,38.5,0.5,39,-,38.5,-,-,-,-,-,38.5,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,pick6,38.5,0.5,39,-,38.5,-,-,-,-,-,38.5,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Fantasy Score,prizepicks,44.5,-,44.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,underdog,14.5,0,14.5,14.5,14.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,14.5,0,14.5,14.5,14.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,sleeper,16.5,0.5,17,-,16.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,REB+AST,prizepicks,7,-,7,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,sleeper,14.5,0,14.5,14.5,14.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,betmgm-sb,10.5,0,10.5,10.5,10.5,-,10.5,-,10.5,-,-,10.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Points,fanduel-sb,15.5,0.3,15.5,-,15.5,-,15.5,-,-,-,15.5,14.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Points,sleeper,15.5,0.3,15.5,-,15.5,-,15.5,-,-,-,15.5,14.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,underdog,10.5,0,10.5,10.5,10.5,-,10.5,-,10.5,-,-,10.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,prizepicks,10.5,0,10.5,10.5,10.5,-,10.5,-,10.5,-,-,10.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,sleeper,10.5,0,10.5,10.5,10.5,-,10.5,-,10.5,-,-,10.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,REB+AST,prizepicks,6.5,-,6.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,caesars-sb,10.5,0,10.5,10.5,10.5,-,10.5,-,10.5,-,-,10.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,Points,prizepicks,9,0.5,9,-,8.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB,prizepicks,33.5,-,33.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Points,underdog,8.5,0,8.5,8.5,8.5,-,8.5,-,-,-,8.5,8.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,8.5,0,8.5,8.5,8.5,-,8.5,-,-,-,8.5,8.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Points,sleeper,8.5,0,8.5,8.5,8.5,-,8.5,-,-,-,8.5,8.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Points,pick6,8.5,0,8.5,8.5,8.5,-,8.5,-,-,-,8.5,8.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Points,fanduel-sb,8.5,0,8.5,8.5,8.5,-,8.5,-,-,-,8.5,8.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,3PT Made,prizepicks,1.5,0,1.5,-,-,-,-,-,-,-,-,1.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Assists,prizepicks,5,0.5,5,-,-,-,-,-,4.5,-,-,5.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,fanduel-sb,10.5,0,10.5,10.5,10.5,-,10.5,-,10.5,-,-,10.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Points,caesars-sb,8.5,0,8.5,8.5,8.5,-,8.5,-,-,-,8.5,8.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,betmgm-sb,22.5,0.2,23.5,23.5,23.5,-,23.5,-,22.5,-,23.5,23.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,3PT Made,caesars-sb,1.5,0,1.5,-,-,-,-,-,-,-,-,1.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,PTS+AST,prizepicks,9.5,-,9.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,PTS+AST,prizepicks,11.5,-,11.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Points,prizepicks,15.5,0.3,15.5,-,15.5,-,15.5,-,-,-,15.5,14.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Points,pick6,15.5,0.3,15.5,-,15.5,-,15.5,-,-,-,15.5,14.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,caesars-sb,4.5,0,4.5,4.5,4.5,-,4.5,-,-,-,-,4.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Justice Shoats,G,Siena,@Duke,2026-03-19,18:50:00,Points,sleeper,10.5,0.5,11,-,10.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB,prizepicks,12.5,-,12.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,18.5,0.5,18.5,-,19.5,-,-,-,-,-,18.5,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,pick6,18.5,0.5,18.5,-,19.5,-,-,-,-,-,18.5,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Assists,underdog,1.5,0,1.5,1.5,1.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Assists,prizepicks,1.5,0,1.5,1.5,1.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Assists,sleeper,1.5,0,1.5,1.5,1.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,underdog,4.5,0,4.5,4.5,4.5,-,4.5,-,-,-,-,4.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,prizepicks,4.5,0,4.5,4.5,4.5,-,4.5,-,-,-,-,4.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,fanduel-sb,4.5,0,4.5,4.5,4.5,-,4.5,-,-,-,-,4.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+AST,prizepicks,16.5,-,16.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Justice Shoats,G,Siena,@Duke,2026-03-19,18:50:00,PTS+AST,prizepicks,14.5,-,14.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,3PT Made,betmgm-sb,2.5,-,-,-,2.5,-,-,-,2.5,-,-,2.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,REB+AST,prizepicks,4.5,-,4.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Assists,underdog,1.5,0,1.5,1.5,1.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Assists,prizepicks,1.5,0,1.5,1.5,1.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Assists,sleeper,1.5,0,1.5,1.5,1.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,3PT Made,caesars-sb,2.5,-,-,-,2.5,-,-,-,2.5,-,-,2.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Assists,betmgm-sb,4.5,0.5,5,-,-,-,-,-,4.5,-,-,5.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Dame Sarr,F,Duke,Siena,2026-03-19,18:50:00,Rebounds,sleeper,4.5,0,4.5,4.5,4.5,-,4.5,-,-,-,-,4.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Fantasy Score,prizepicks,22,-,22,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Assists,sleeper,1.5,-,-,-,1.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Points,sleeper,14.5,0,14.5,-,14.5,-,14.5,-,14.5,-,14.5,14.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Points,fanduel-sb,14.5,0,14.5,-,14.5,-,14.5,-,14.5,-,14.5,14.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Points,caesars-sb,14.5,0,14.5,-,14.5,-,14.5,-,14.5,-,14.5,14.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,PTS+REB,prizepicks,15,-,15,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Points,betmgm-sb,14.5,0,14.5,-,14.5,-,14.5,-,14.5,-,14.5,14.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,REB+AST,prizepicks,8,-,8,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,underdog,17.5,0,17.5,17.5,17.5,-,-,-,-,-,17.5,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,17.5,0,17.5,17.5,17.5,-,-,-,-,-,17.5,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,pick6,17.5,0,17.5,17.5,17.5,-,-,-,-,-,17.5,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,3PT Made,betmgm-sb,1.5,-,-,-,-,-,-,-,1.5,-,-,1.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,3PT Made,caesars-sb,1.5,-,-,-,-,-,-,-,1.5,-,-,1.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,14.5,0,14.5,-,14.5,-,14.5,-,14.5,-,14.5,14.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,Points,pick6,14.5,0,14.5,-,14.5,-,14.5,-,14.5,-,14.5,14.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB,prizepicks,17.5,-,17.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Francis Folefac,F,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,sleeper,17.5,0,17.5,17.5,17.5,-,-,-,-,-,17.5,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Isaiah Evans,G,Duke,Siena,2026-03-19,18:50:00,3PT Made,sleeper,2.5,-,-,-,2.5,-,-,-,2.5,-,-,2.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Justice Shoats,G,Siena,@Duke,2026-03-19,18:50:00,Points,prizepicks,11,0.5,11,-,10.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_091924.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,0.5,22.8,0.5,23.5,23.5,-,23.5,-,22.5,-,23.5,23.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_110417.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Points,caesars-sb,14.5,0.3,15.5,-,15.5,-,15.5,-,-,-,15.5,14.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_110417.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,Fantasy Score,prizepicks,24.5,-,24.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_110417.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,Fantasy Score,prizepicks,20.5,-,20.5,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_110417.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,39,0.5,39,-,38.5,-,-,-,-,-,38.5,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_110417.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Assists,caesars-sb,5.5,0.5,5,-,-,-,-,-,4.5,-,-,5.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_110417.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,REB+AST,prizepicks,7,-,7,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_110417.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,fanduel-sb,23.5,0.2,23.5,23.5,23.5,-,23.5,-,22.5,-,23.5,23.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_110417.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,PTS+REB,prizepicks,21,-,21,-,-,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_110417.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,caesars-sb,23.5,0.2,23.5,23.5,23.5,-,23.5,-,22.5,-,23.5,23.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_110417.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,0.5,0.2,23.5,23.5,23.5,-,23.5,-,22.5,-,23.5,23.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_110417.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,underdog,23.5,0.2,23.5,23.5,23.5,-,23.5,-,22.5,-,23.5,23.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_110417.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,prizepicks,23.5,0.2,23.5,23.5,23.5,-,23.5,-,22.5,-,23.5,23.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_110417.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,pick6,23.5,0.2,23.5,23.5,23.5,-,23.5,-,22.5,-,23.5,23.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_110417.csv
Cameron Boozer,F,Duke,Siena,2026-03-19,18:50:00,Points,sleeper,23.5,0.2,23.5,23.5,23.5,-,23.5,-,22.5,-,23.5,23.5,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_110417.csv
Cayden Boozer,G,Duke,Siena,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,17,0.5,17,-,16.5,-,-,-,-,-,-,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_110417.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,underdog,22.5,0,22.5,22.5,22.5,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_110417.csv
Gavin Doty,G,Siena,@Duke,2026-03-19,18:50:00,PTS+REB+AST,prizepicks,22.5,0,22.5,22.5,22.5,-,-,-,-,-,22.5,-,-,../data/rotowire_subscription/lines/2026-03-18/rotowire_lines_2026-03-18_110417.csv
